trust_code,trust_name,mrc_off_201718,mrc_off_201819,mrc_off_201920,mrc_off_202021,mrc_off_202122,mrc_off_202223,mrc_off_202324,mrc_on_201718,mrc_on_201819,mrc_on_201920,mrc_on_202021,mrc_on_202122,mrc_on_202223,mrc_on_202324,mrc_service_provision_201718,mrc_service_provision_201819,mrc_service_provision_201920,mrc_service_provision_202021,mrc_service_provision_202122,mrc_service_provision_202223,mrc_service_provision_202324,mrc_type_201718,mrc_type_201819,mrc_type_201920,mrc_type_202021,mrc_type_202122,mrc_type_202223,mrc_type_202324,mrc_total_201718,mrc_total_201819,mrc_total_201920,mrc_total_202021,mrc_total_202122,mrc_total_202223,mrc_total_202324,current_name_in_foi,trust_type_from_foi,trust_epr,in_foi_data,all_admissions_22,emergency_admissions_22,mrc_total_202324_perpatient
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,3300.0,28147.0,12503.0,13360.0,670.0,13000.0,13163.0,3323.0,3521.0,2124.0,15183.0,119.0,0.0,0.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,6623.0,31668.0,14627.0,28543.0,789.0,13000.0,13163.0,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,Community,TPP,True,,,
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,101076.0,103097.0,52956.0,50091.0,48299.0,51502.0,59075.0,54101.0,67743.0,67743.0,16255.0,978.0,0.0,0.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Electronic,2. Electronic,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,155177.0,170840.0,120699.0,66346.0,49277.0,51502.0,59075.0,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Mental Health,The Access Group,True,,,
RY1,LIVERPOOL COMMUNITY HEALTH NHS TRUST,8921.0,0.0,0.0,0.0,0.0,0.0,0.0,106672.0,0.0,0.0,0.0,0.0,0.0,0.0,Internal,,,,,,,Mixed,,,,,,,115593.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,,,
RBQ,"LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST, LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST",35000.0,36672.0,38562.0,33435.0,35960.0,38122.0,47344.0,129000.0,329659.0,250729.0,239391.0,257870.0,204552.0,0.0,Hybrid,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,164000.0,366331.0,289291.0,272826.0,293830.0,242674.0,47344.0,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,Acute,Altera Digital Health,True,,,
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,188000.0,195520.0,209999.0,188000.0,197000.0,189000.0,619000.0,467000.0,485680.0,506000.0,439000.0,479000.0,421000.0,512000.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Paper,1. Paper,1. Paper,1. Paper,1. Paper,1. Paper,1. Paper,655000.0,681200.0,715999.0,627000.0,676000.0,610000.0,1131000.0,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,Acute,Meditech Group Limited,True,,,
RRU,LONDON AMBULANCE SERVICE NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONDON AMBULANCE SERVICE NHS TRUST,Ambulance,Cleric Computer Services Ltd,True,,,
R1K,"LONDON NORTH WEST HEALTHCARE NHS TRUST, LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST",250229.0,366578.0,386838.0,393375.0,509716.0,3855688.0,795716.0,2442903.0,4069380.0,3385510.0,2967927.0,3420604.0,0.0,2404796.0,Hybrid,Hybrid,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2693132.0,4435958.0,3772348.0,3361302.0,3930320.0,3855688.0,3200512.0,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Acute,Oracle Cerner Corporation,True,696751.0,769730.0,4.59
RC9,"LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST, BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST",178183.0,204092.0,265070.0,289075.0,436465.0,497708.0,467887.0,0.0,0.0,0.0,1623839.0,131610.0,160758.0,183411.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,178183.0,204092.0,265070.0,1912914.0,568075.0,658466.0,651298.0,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Acute,Nervecentre Software Ltd,True,689314.0,686087.0,0.94
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,272808.0,288475.0,1464795.0,1242204.0,1476676.0,1593800.0,1761785.0,2188770.0,2352423.0,1408714.0,1416207.0,1843237.0,1775957.0,1691851.0,Internal,Internal,Hybrid,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2461578.0,2640898.0,2873509.0,2658411.0,3319913.0,3369757.0,3453636.0,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Acute,Altera Digital Health,True,559604.0,552490.0,6.17
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,203096.0,145631.0,277200.0,458075.0,438847.0,296103.0,524104.0,3612846.0,2871339.0,3285737.0,3285787.0,4875116.0,5629069.0,5557232.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3815942.0,3016970.0,3562937.0,3743862.0,5313963.0,5925172.0,6081336.0,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Acute,Epic Systems Corporation,True,1425010.0,1335177.0,4.27
RPA,MEDWAY NHS FOUNDATION TRUST,251986.0,1186935.0,1169819.0,1208575.0,1396665.0,1400057.0,1559782.0,0.0,113350.0,167546.0,216866.0,287938.0,305214.0,330040.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,251986.0,1300285.0,1337365.0,1425441.0,1684603.0,1705271.0,1889822.0,MEDWAY NHS FOUNDATION TRUST,Acute,Altera Digital Health,True,394190.0,401304.0,4.79
RW4,MERSEY CARE NHS FOUNDATION TRUST,0.0,48479.0,289377.0,168437.0,778761.0,267904.0,197208.0,112458.0,500113.0,1436700.0,689399.0,1098762.0,0.0,122705.0,Internal,Internal,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,112458.0,548592.0,1726077.0,857836.0,1877523.0,267904.0,319913.0,MERSEY CARE NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,161404.0,210000.0,189480.0,0.0,0.0,0.0,0.0,1273150.0,1357047.0,1416717.0,0.0,0.0,0.0,0.0,Internal,Internal,Internal,,,,,Mixed,3. Mixed,3. Mixed,,,,,1434554.0,1567047.0,1606197.0,0.0,0.0,0.0,0.0,,,,False,,,
RXF,"MID YORKSHIRE HOSPITALS NHS TRUST, MID YORKSHIRE TEACHING NHS TRUST",859.0,859.0,3372.0,54045.0,87595.0,78419.0,79414.0,53155.0,53155.0,93580.0,74776.0,125685.0,100188.0,143527.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,54014.0,54014.0,96952.0,128821.0,213280.0,178607.0,222941.0,MID YORKSHIRE TEACHING NHS TRUST,Acute,Generic or In House EPR Provider,True,581327.0,591448.0,0.38
RRE,"MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST, SOUTH STAFFORDSHIRE  AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST",1479.0,80000.0,109016.0,120000.0,123396.0,100000.0,94077.0,0.0,9225.0,17995.0,0.0,0.0,0.0,0.0,Hybrid,Internal,Hybrid,Internal,Internal,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,1. Paper,3. Mixed,1479.0,89225.0,127011.0,120000.0,123396.0,100000.0,94077.0,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RD8,"MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST, MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST",15685.0,14547.0,12744.0,9941.0,10996.0,33572.0,8576.0,764025.0,659853.0,697675.0,716533.0,727470.0,715033.0,668217.0,Internal,Internal,Internal,Internal,Internal,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,779710.0,674400.0,710419.0,726474.0,738466.0,748605.0,676793.0,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,310952.0,310952.0,2.18
RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,151651.0,282912.0,1663843.0,1146856.0,1647361.0,1627950.0,1709346.0,1787390.0,1643301.0,1088222.0,953182.0,1009771.0,851923.0,894518.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1939041.0,1926213.0,2752065.0,2100038.0,2657132.0,2479873.0,2603864.0,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,,,
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1397174.0,1802656.0,1696605.0,1811657.0,0.0,0.0,0.0,370301.0,424716.0,306625.0,424136.0,2221794.0,2477300.0,2117956.0,Internal,Internal,Internal,Internal,Hybrid,Hybrid,Hybrid,Paper,1. Paper,1. Paper,1. Paper,3. Mixed,3. Mixed,3. Mixed,1767475.0,2227372.0,2003230.0,2235793.0,2221794.0,2477300.0,2117956.0,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,592406.0,586315.0,3.58
RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301866.0,231801.0,228038.0,183976.0,171204.0,198610.0,218887.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,301866.0,231801.0,228038.0,183976.0,171204.0,198610.0,218887.0,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,Mental Health,Dedalus Healthcare Ltd,True,,,
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,0.0,17354.0,22516.0,15837.0,19305.0,20239.0,13698.0,157366.0,0.0,0.0,0.0,0.0,0.0,497.0,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,157366.0,17354.0,22516.0,15837.0,19305.0,20239.0,14195.0,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,Community,TPP,True,,,
RVJ,NORTH BRISTOL NHS TRUST,1150661.0,993415.0,0.0,449063.0,355559.0,714936.0,714936.0,877563.0,861937.0,1313048.0,512383.0,496263.0,550983.0,550983.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,2028224.0,1855352.0,1313048.0,961446.0,851822.0,1265919.0,1265919.0,NORTH BRISTOL NHS TRUST,Acute,System C Healthcare Ltd,True,494238.0,494238.0,2.56
RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,83372.0,83382.0,0.0,0.0,0.0,0.0,0.0,2007495.0,1949686.0,0.0,0.0,0.0,0.0,0.0,Internal,Internal,,,,,,Paper,1. Paper,,,,,,2090867.0,2033068.0,0.0,0.0,0.0,0.0,0.0,,,,False,,,
RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,Ambulance,Cleric Computer Services Ltd,True,,,
RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,166392.0,117469.0,93218.0,94675.0,96361.0,79943.0,71288.0,0.0,0.0,0.0,0.0,0.0,12353.0,12168.0,Internal,Internal,Internal,Internal,Internal,Hybrid,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,166392.0,117469.0,93218.0,94675.0,96361.0,92296.0,83456.0,NORTH EAST LONDON NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,258747.0,204986.0,342103.0,318062.0,324213.0,385930.0,349097.0,1047000.0,1291587.0,1441687.0,977735.0,1052934.0,1718560.0,1645496.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1305747.0,1496573.0,1783790.0,1295797.0,1377147.0,2104490.0,1994593.0,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Acute,System C Healthcare Ltd,True,401532.0,433258.0,4.97
RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56225.0,58162.0,72384.0,72562.0,72805.0,73533.0,77210.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,56225.0,58162.0,72384.0,72562.0,72805.0,73533.0,77210.0,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,Mental Health,Dedalus Healthcare Ltd,True,,,
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,94352.0,98000.0,105000.0,123500.0,131500.0,127985.0,149507.0,556228.0,661340.0,679840.0,722887.0,674136.0,716569.0,379563.0,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,650580.0,759340.0,784840.0,846387.0,805636.0,844554.0,529070.0,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,Acute,InterSystems,True,346554.0,346554.0,1.53
RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORTH WEST AMBULANCE SERVICE NHS TRUST,Ambulance,Dedalus Healthcare Ltd,True,,,
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,1104252.0,1957776.0,818653.0,648447.0,715900.0,647673.0,759896.0,1050495.0,1339494.0,1248625.0,1175330.0,1240844.0,1164030.0,1283769.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2154747.0,3297270.0,2067278.0,1823777.0,1956744.0,1811703.0,2043665.0,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Acute,System C Healthcare Ltd,True,575410.0,585341.0,3.55
RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,441116.0,597151.0,597151.0,616151.0,0.0,0.0,0.0,116664.0,163332.0,163332.0,163332.0,0.0,0.0,0.0,Hybrid,Hybrid,Hybrid,Hybrid,,,,Mixed,3. Mixed,3. Mixed,3. Mixed,,,,557780.0,760483.0,760483.0,779483.0,0.0,0.0,0.0,,,,False,,,
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,119680.0,83171.0,151621.0,127765.0,80819.0,98260.0,222452.0,1363526.0,1402861.0,1291092.0,1441459.0,1374719.0,1365492.0,1242347.0,Internal,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1483206.0,1486032.0,1442713.0,1569224.0,1455538.0,1463752.0,1464799.0,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,Acute,No EPR -  in process of getting one,True,352967.0,363926.0,4.15
RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,15000.0,8333.0,69760.0,89436.0,66402.0,86443.0,156957.0,1612.0,0.0,647000.0,0.0,902800.0,986890.0,1048824.0,Extenal,Hybrid,Other,Hybrid,Other,Other,Other,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,16612.0,8333.0,716760.0,89436.0,969202.0,1073333.0,1205781.0,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,Mental Health and Community (Combined),TPP,True,,,
RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,0.0,6360.0,6630.0,7200.0,12067.0,0.0,0.0,86319.0,88924.0,93744.0,138129.0,116909.0,0.0,0.0,Internal,Internal,Internal,Internal,Internal,,,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,,,86319.0,95284.0,100374.0,145329.0,128976.0,0.0,0.0,,,,False,,,
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,169122.0,171125.0,162270.0,181672.0,169881.0,188323.0,232070.0,2087523.0,2221269.0,2507238.0,2636999.0,2456635.0,2526626.0,2582469.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2256645.0,2392394.0,2669508.0,2818671.0,2626516.0,2714949.0,2814539.0,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,434253.0,440584.0,6.48
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST, CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",95958.0,87790.0,101418.0,155192.0,95038.0,145140.0,118939.0,15653.0,14131.0,34390.0,49424.0,55416.0,55715.0,67024.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,111611.0,101921.0,135808.0,204616.0,150454.0,200855.0,185963.0,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",Mental Health,The Access Group,True,,,
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,47545.0,45120.0,44529.0,54205.0,54024.0,20759.0,22717.0,233527.0,385417.0,390794.0,243135.0,218159.0,253045.0,480130.0,Hybrid,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,281072.0,430537.0,435323.0,297340.0,272183.0,273804.0,502847.0,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,477848.0,500566.0,1.05
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1107738.0,855141.0,790761.0,502266.0,405689.0,374227.0,488132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1107738.0,855141.0,790761.0,502266.0,405689.0,374227.0,488132.0,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Acute,Nervecentre Software Ltd,True,775513.0,785384.0,0.63
RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,298049.0,339073.0,221601.0,202163.0,236529.0,246258.0,311450.0,43016.0,66391.0,96900.0,44957.0,72874.0,72392.0,46176.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,341065.0,405464.0,318501.0,247120.0,309403.0,318650.0,357626.0,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,29317.0,40000.0,40000.0,40000.0,40000.0,47173.0,59750.0,185000.0,171270.0,167457.0,171144.0,172159.0,0.0,253122.0,Internal,Internal,Hybrid,Hybrid,Hybrid,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,214317.0,211270.0,207457.0,211144.0,212159.0,47173.0,312872.0,OXFORD HEALTH NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,861962.0,950102.0,1177000.0,1072079.0,821274.0,723773.0,622600.0,1079125.0,1079191.0,1123000.0,850521.0,850521.0,922041.0,944008.0,Hybrid,Hybrid,Internal,Internal,Internal,Internal,Internal,Paper,1. Paper,1. Paper,1. Paper,3. Mixed,3. Mixed,3. Mixed,1941087.0,2029293.0,2300000.0,1922600.0,1671795.0,1645814.0,1566608.0,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,680024.0,680024.0,2.3
RPG,OXLEAS NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,26384.0,22278.0,22495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Extenal,Other,Internal,Internal,Hybrid,Hybrid,Hybrid,Electronic,2. Electronic,2. Electronic,2. Electronic,3. Mixed,3. Mixed,3. Mixed,0.0,0.0,0.0,0.0,26384.0,22278.0,22495.0,OXLEAS NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5801951.0,6004980.0,6492024.0,4895641.0,0.0,0.0,0.0,Internal,Internal,Internal,Internal,,,,Mixed,3. Mixed,3. Mixed,3. Mixed,,,,5801951.0,6004980.0,6492024.0,4895641.0,0.0,0.0,0.0,,,,False,,,
RT2,PENNINE CARE NHS FOUNDATION TRUST,0.0,0.0,103934.0,114352.0,129735.0,146138.0,170400.0,65000.0,84817.0,247252.0,212598.0,174716.0,183299.0,173479.0,Internal,Internal,Internal,Internal,Internal,Internal,Hybrid,Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,65000.0,84817.0,351186.0,326950.0,304451.0,329437.0,343879.0,PENNINE CARE NHS FOUNDATION TRUST,Mental Health and Community (Combined),Civica UK Limited,True,,,
RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,232241.0,295005.0,270069.0,0.0,0.0,0.0,0.0,963473.0,715854.0,710276.0,0.0,0.0,0.0,0.0,Hybrid,Internal,Internal,,,,,Mixed,2. Electronic,3. Mixed,,,,,1195714.0,1010859.0,980345.0,0.0,0.0,0.0,0.0,,,,False,,,
RHU,"PORTSMOUTH HOSPITALS NHS TRUST, PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST",328416.0,337086.0,305772.0,398479.0,367425.0,455678.0,427311.0,1176505.0,1198588.0,1147995.0,994328.0,909292.0,895827.0,917388.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1504921.0,1535674.0,1453767.0,1392807.0,1276717.0,1351505.0,1344699.0,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,Acute,Generic or In House EPR Provider,True,615247.0,624049.0,2.19
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,159660.0,439245.0,439245.0,439245.0,439245.0,458268.0,458268.0,573227.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,439245.0,439245.0,439245.0,439245.0,458268.0,458268.0,732887.0,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,,,
RL1,ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,92136.0,98515.0,15958.0,15093.0,16947.0,22143.0,26016.0,174389.0,196511.0,258404.0,249340.0,255478.0,266889.0,223030.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,266525.0,295026.0,274362.0,264433.0,272425.0,289032.0,249046.0,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,,,
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,93328.0,65470.0,57782.0,57997.0,47083.0,53976.0,59261.0,6715.0,7000.0,7000.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,Hybrid,Hybrid,External,External,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,100043.0,72470.0,64782.0,57997.0,47083.0,53976.0,59261.0,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,Mental Health,TPP,True,,,
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,456503.0,401618.0,328724.0,356938.0,160621.0,315978.0,204006.0,2245733.0,2130974.0,981471.0,686836.0,541590.0,559611.0,459850.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2702236.0,2532592.0,1310195.0,1043774.0,702211.0,875589.0,663856.0,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,498940.0,470698.0,1.33
